1000369.000,72211.000,11445.000,11305.000,11479.000,4502.000,14385.000,4657.000,0.000,0.000,55.000,0.000
131000.000,55758.000,20251.000,9188.000,2697.000,16302.000,3642.000,1449.000,37.000,60.000,138.000,0.000
93415.000,11768.000,3522.000,8760.000,2912.000,3942.000,1543.000,454.000,43.000,53.000,90.000,0.000
211858.000,38429.000,8672.000,12753.000,10188.000,15906.000,11697.000,3269.000,41.000,50.000,33.000,0.000
174099.000,50409.000,2339.000,1685.000,7035.000,6898.000,2373.000,2983.000,54.000,48.000,-22.000,0.000
1281525.000,166009.000,15947.000,30656.000,44379.000,26002.000,8936.000,7971.000,64.000,35.000,43.000,0.000
45592.000,4776.000,758.000,4792.000,2219.000,867.000,1357.000,217.000,61.000,30.000,101.000,0.000
157376.000,21410.000,1470.000,14346.000,17936.000,5697.000,2469.000,4099.000,50.000,38.000,149.000,0.000
57910.000,14824.000,3472.000,2254.000,8961.000,20810.000,2204.000,2139.000,51.000,53.000,20.000,0.000
158129.000,78519.000,821.000,1513.000,12266.000,10724.000,2384.000,712.000,66.000,38.000,89.000,0.000
1136573.000,38010.000,12980.000,56853.000,20954.000,37636.000,16448.000,5324.000,67.000,23.000,7.000,0.000
522754.000,204885.000,5596.000,33706.000,5807.000,15230.000,5869.000,6825.000,81.000,24.000,100.000,0.000
101448.000,68516.000,17169.000,9777.000,24019.000,11754.000,4705.000,2864.000,74.000,20.000,36.000,0.000
276445.000,125098.000,25987.000,8741.000,6910.000,17375.000,8692.000,3287.000,53.000,26.000,8.000,0.000
194084.000,46104.000,7776.000,8506.000,24014.000,8254.000,6210.000,7766.000,51.000,43.000,58.000,0.000
213667.000,230548.000,6243.000,12365.000,5260.000,21697.000,22208.000,6227.000,43.000,34.000,54.000,0.000
667318.000,66846.000,12268.000,20627.000,5767.000,14356.000,11718.000,2793.000,44.000,26.000,91.000,0.000
212627.000,94518.000,28045.000,25092.000,16523.000,17624.000,12686.000,5356.000,47.000,29.000,121.000,0.000
614673.000,48543.000,2991.000,4159.000,3079.000,3001.000,2546.000,813.000,47.000,35.000,84.000,0.000
690081.000,128708.000,69585.000,61210.000,37382.000,20199.000,18953.000,9889.000,38.000,29.000,-33.000,0.000
221204.000,38935.000,23265.000,20085.000,6003.000,18568.000,15816.000,7210.000,37.000,48.000,108.000,0.000
76045.000,19303.000,782.000,5689.000,1478.000,2132.000,1197.000,729.000,41.000,51.000,36.000,0.000
183850.000,32905.000,3915.000,6676.000,8419.000,10329.000,1963.000,2854.000,38.000,48.000,196.000,0.000
105377.000,28582.000,5780.000,4875.000,3308.000,1676.000,1742.000,306.000,53.000,53.000,642.000,0.000
157260.000,5116.000,1554.000,1074.000,1499.000,1285.000,259.000,216.000,48.000,47.000,7.000,0.000
11365.000,5123.000,3410.000,4308.000,6211.000,6769.000,3367.000,2595.000,44.000,40.000,43.000,0.000
98222.000,28798.000,3807.000,1141.000,8321.000,5080.000,6430.000,1745.000,63.000,44.000,68.000,0.000
964527.000,264264.000,15036.000,38437.000,14009.000,19922.000,19169.000,12124.000,56.000,40.000,38.000,0.000
252073.000,29751.000,2665.000,9221.000,2759.000,5876.000,864.000,2062.000,60.000,37.000,69.000,0.000
867804.000,36061.000,24788.000,15534.000,12304.000,18413.000,17589.000,3968.000,57.000,35.000,39.000,0.000
378131.000,89617.000,56292.000,8024.000,20590.000,14209.000,18242.000,1760.000,50.000,37.000,101.000,0.000
100761.000,53738.000,19342.000,9843.000,8686.000,4747.000,12079.000,3523.000,47.000,48.000,27.000,0.000
39320.000,73397.000,16639.000,32501.000,16209.000,8195.000,5797.000,2847.000,44.000,54.000,53.000,0.000
122520.000,9308.000,955.000,913.000,3347.000,2800.000,5022.000,2172.000,40.000,57.000,160.000,0.000
1506552.000,132536.000,6448.000,44878.000,32638.000,40639.000,15611.000,6729.000,40.000,47.000,29.000,0.000
104353.000,57686.000,23616.000,14544.000,36819.000,25094.000,20738.000,4887.000,48.000,41.000,3.000,0.000
122029.000,102021.000,32627.000,34120.000,26562.000,13889.000,21405.000,2706.000,63.000,40.000,116.000,0.000
363797.000,356628.000,25138.000,32467.000,14662.000,9419.000,7514.000,5725.000,64.000,40.000,59.000,0.000
248663.000,58131.000,29885.000,23549.000,15298.000,19862.000,11824.000,4838.000,41.000,41.000,7.000,0.000
94822.000,24726.000,5378.000,12050.000,2897.000,4054.000,2808.000,684.000,40.000,48.000,20.000,0.000
163929.000,15040.000,15229.000,11597.000,17602.000,12333.000,11683.000,5356.000,29.000,53.000,67.000,0.000
122111.000,44644.000,13688.000,24932.000,16932.000,11443.000,3889.000,5329.000,43.000,54.000,59.000,0.000
18467.000,30254.000,20421.000,19635.000,5867.000,16103.000,4908.000,5407.000,60.000,64.000,45.000,0.000
29250.000,46223.000,9183.000,10110.000,19899.000,14049.000,6782.000,2343.000,61.000,66.000,72.000,0.000
183596.000,28561.000,9008.000,7331.000,3453.000,5512.000,2188.000,1764.000,69.000,60.000,40.000,0.000
229712.000,24937.000,36221.000,12878.000,8708.000,8930.000,2550.000,4201.000,61.000,56.000,43.000,0.000
1584438.000,103612.000,7458.000,1321.000,10310.000,28625.000,12886.000,1905.000,50.000,56.000,25.000,0.000
26431.000,17974.000,2865.000,1572.000,1467.000,3530.000,5186.000,2322.000,51.000,44.000,-242.000,0.000
891734.000,188839.000,37510.000,22219.000,16976.000,11438.000,15524.000,11949.000,54.000,40.000,37.000,0.000
401337.000,33841.000,13310.000,37029.000,23508.000,12685.000,10192.000,2920.000,48.000,37.000,69.000,0.000
550738.000,198370.000,8116.000,12640.000,14736.000,14662.000,10037.000,6130.000,50.000,34.000,27.000,0.000
77777.000,85113.000,57797.000,25379.000,15656.000,13321.000,13600.000,2732.000,38.000,37.000,83.000,0.000
111480.000,18117.000,4695.000,9184.000,9006.000,17327.000,6233.000,3528.000,30.000,48.000,84.000,0.000
102885.000,47291.000,9820.000,13545.000,12870.000,11988.000,6518.000,6712.000,54.000,48.000,97.000,0.000
20992.000,76542.000,25660.000,18531.000,10420.000,10319.000,4371.000,5036.000,56.000,43.000,93.000,0.000
27293.000,26559.000,27371.000,12332.000,10365.000,10905.000,10678.000,5266.000,57.000,54.000,8.000,0.000
119911.000,59468.000,3043.000,5490.000,1360.000,2410.000,2042.000,1046.000,64.000,56.000,-37.000,0.000
133727.000,36830.000,40599.000,26598.000,15627.000,22383.000,18069.000,11637.000,38.000,50.000,23.000,0.000
414509.000,69173.000,23931.000,18177.000,18521.000,15871.000,14812.000,9941.000,40.000,56.000,67.000,0.000
71612.000,20425.000,2832.000,4181.000,4073.000,2271.000,2949.000,743.000,44.000,56.000,188.000,0.000
895670.000,35187.000,17654.000,12465.000,17191.000,7409.000,12850.000,2474.000,40.000,47.000,171.000,0.000
423896.000,28188.000,4627.000,7076.000,16774.000,5624.000,2876.000,1105.000,51.000,56.000,108.000,0.000
73411.000,59799.000,13606.000,9104.000,8820.000,4216.000,3930.000,1618.000,47.000,47.000,-85.000,0.000
1095420.000,47722.000,43415.000,9161.000,26873.000,24194.000,8153.000,2271.000,37.000,44.000,40.000,0.000
180427.000,15318.000,9286.000,6123.000,2554.000,4216.000,3123.000,936.000,47.000,50.000,35.000,0.000
1482021.000,98084.000,5833.000,48528.000,29045.000,32548.000,18866.000,3509.000,48.000,53.000,209.000,0.000
822943.000,19199.000,5932.000,3998.000,4099.000,3774.000,2400.000,2182.000,53.000,56.000,152.000,0.000
102153.000,29285.000,17651.000,3922.000,5327.000,3354.000,3140.000,916.000,61.000,57.000,50.000,0.000
107925.000,13979.000,3838.000,1224.000,1726.000,4583.000,1285.000,1439.000,50.000,57.000,1.000,0.000
22714.000,5902.000,5131.000,4863.000,4282.000,2283.000,1786.000,722.000,54.000,50.000,105.000,0.000
232043.000,7500.000,4509.000,2896.000,713.000,1159.000,440.000,253.000,50.000,54.000,107.000,0.000
410151.000,122153.000,11676.000,17863.000,11593.000,10144.000,12861.000,6989.000,47.000,61.000,38.000,0.000
29695.000,149210.000,35345.000,3642.000,19826.000,8425.000,3204.000,3725.000,44.000,53.000,22.000,0.000
66890.000,86731.000,6803.000,14093.000,25401.000,12224.000,3933.000,8202.000,29.000,53.000,48.000,0.000
103391.000,1569.000,663.000,2964.000,931.000,2202.000,2761.000,1373.000,27.000,41.000,65.000,0.000
454941.000,29926.000,24564.000,5352.000,13712.000,9738.000,6575.000,3991.000,43.000,43.000,-23.000,0.000
126642.000,23876.000,9029.000,8595.000,6411.000,5232.000,3160.000,1391.000,53.000,51.000,115.000,0.000
54543.000,9548.000,1505.000,6470.000,2894.000,1870.000,2319.000,750.000,61.000,57.000,68.000,0.000
29304.000,36253.000,28956.000,42279.000,18992.000,9841.000,4776.000,3929.000,61.000,67.000,34.000,0.000
114123.000,38105.000,15298.000,22026.000,11047.000,7148.000,4530.000,3364.000,47.000,69.000,67.000,0.000
120359.000,49225.000,14701.000,14479.000,11929.000,14232.000,9489.000,4448.000,41.000,70.000,180.000,0.000
42251.000,26039.000,14625.000,25156.000,7354.000,10550.000,8008.000,5645.000,44.000,67.000,37.000,0.000
76067.000,65583.000,50707.000,12002.000,5378.000,11886.000,5899.000,4053.000,48.000,70.000,112.000,0.000
734426.000,36047.000,20456.000,14538.000,3330.000,9353.000,3393.000,1433.000,48.000,67.000,-390.000,0.000
1680504.000,298620.000,106175.000,77094.000,22277.000,30506.000,15562.000,6602.000,51.000,69.000,87.000,0.000
3655.000,5668.000,577.000,3739.000,612.000,1260.000,1179.000,1471.000,41.000,74.000,50.000,0.000
56362.000,79512.000,26184.000,19001.000,51852.000,17347.000,5344.000,4863.000,40.000,69.000,44.000,0.000
16652.000,16325.000,29720.000,4375.000,12846.000,8361.000,8218.000,12979.000,44.000,61.000,76.000,0.000
516011.000,28203.000,9652.000,6588.000,18560.000,11516.000,3229.000,3635.000,47.000,63.000,139.000,0.000
124762.000,22804.000,4296.000,823.000,3113.000,1970.000,1937.000,1836.000,61.000,56.000,64.000,0.000
47420.000,63127.000,32203.000,8780.000,2631.000,10071.000,4965.000,4448.000,56.000,47.000,35.000,0.000
131221.000,29466.000,2622.000,2150.000,4316.000,7578.000,2509.000,324.000,53.000,51.000,75.000,0.000
70399.000,18402.000,4444.000,2536.000,2300.000,1447.000,1565.000,871.000,54.000,35.000,51.000,0.000
97532.000,94551.000,4499.000,9437.000,9428.000,7897.000,5264.000,1856.000,40.000,37.000,76.000,0.000
23558.000,11356.000,5082.000,4647.000,8367.000,2089.000,1086.000,728.000,40.000,35.000,81.000,0.000
102734.000,53908.000,11912.000,8923.000,4708.000,11633.000,4463.000,4237.000,40.000,34.000,21.000,0.000
46829.000,49485.000,8260.000,28389.000,8634.000,9461.000,4491.000,5728.000,37.000,40.000,102.000,0.000
127516.000,14298.000,3496.000,383.000,2833.000,2591.000,2135.000,1300.000,43.000,43.000,68.000,0.000
209827.000,15501.000,7177.000,6203.000,3741.000,3779.000,1273.000,1162.000,50.000,48.000,90.000,0.000
613120.000,18317.000,14442.000,7787.000,9360.000,26418.000,4773.000,1368.000,51.000,50.000,70.000,0.000
54973.000,73467.000,7589.000,7746.000,4472.000,10724.000,6472.000,2532.000,66.000,51.000,50.000,0.000
