22753.0000000000 28539.0000000000 37013.0000000000 7643.0000000000 5046.0000000000 17398.0000000000 2417.0000000000 1066.0000000000
38838.0000000000 99972.0000000000 12282.0000000000 24474.0000000000 11327.0000000000 4878.0000000000 3296.0000000000 2039.0000000000
39240.0000000000 17042.0000000000 2874.0000000000 3183.0000000000 885.0000000000 3323.0000000000 823.0000000000 452.0000000000
26935.0000000000 14134.0000000000 13935.0000000000 22664.0000000000 7876.0000000000 6642.0000000000 2661.0000000000 1645.0000000000
37803.0000000000 8532.0000000000 8971.0000000000 6227.0000000000 4163.0000000000 15530.0000000000 5056.0000000000 3615.0000000000
12055.0000000000 7679.0000000000 6763.0000000000 7559.0000000000 13554.0000000000 9194.0000000000 3237.0000000000 1261.0000000000
8863.0000000000 14027.0000000000 14770.0000000000 3666.0000000000 8286.0000000000 6399.0000000000 1906.0000000000 974.0000000000
18606.0000000000 17630.0000000000 10154.0000000000 5764.0000000000 9286.0000000000 3606.0000000000 4046.0000000000 2247.0000000000
15226.0000000000 30414.0000000000 36206.0000000000 7794.0000000000 29415.0000000000 4009.0000000000 2456.0000000000 1230.0000000000
16976.0000000000 34450.0000000000 30243.0000000000 10373.0000000000 11653.0000000000 6454.0000000000 2226.0000000000 3048.0000000000
16705.0000000000 24017.0000000000 8604.0000000000 3494.0000000000 11505.0000000000 4968.0000000000 3430.0000000000 1028.0000000000
2764.0000000000 7248.0000000000 4134.0000000000 8261.0000000000 7679.0000000000 9287.0000000000 2280.0000000000 1441.0000000000
39275.0000000000 77217.0000000000 36045.0000000000 11597.0000000000 9599.0000000000 4027.0000000000 2343.0000000000 2380.0000000000
12174.0000000000 10497.0000000000 19988.0000000000 7965.0000000000 8807.0000000000 7121.0000000000 2283.0000000000 2011.0000000000
20267.0000000000 10994.0000000000 22383.0000000000 1940.0000000000 4453.0000000000 3125.0000000000 4219.0000000000 993.0000000000
13032.0000000000 23319.0000000000 14740.0000000000 2790.0000000000 6731.0000000000 3500.0000000000 1547.0000000000 692.0000000000
