2071753.0000000000 112282.0000000000 23687.0000000000 3272.0000000000 4508.0000000000 2522.0000000000 5243.0000000000 8856.0000000000
73151.0000000000 7112.0000000000 2845.0000000000 787.0000000000 3208.0000000000 1248.0000000000 335.0000000000 1492.0000000000
368420.0000000000 43808.0000000000 16333.0000000000 9970.0000000000 8124.0000000000 7585.0000000000 4545.0000000000 3932.0000000000
316847.0000000000 121970.0000000000 3122.0000000000 10442.0000000000 7062.0000000000 8531.0000000000 6103.0000000000 3963.0000000000
741997.0000000000 148466.0000000000 23634.0000000000 32298.0000000000 14974.0000000000 23213.0000000000 18305.0000000000 11913.0000000000
734113.0000000000 20723.0000000000 20069.0000000000 3746.0000000000 2947.0000000000 3143.0000000000 4716.0000000000 3587.0000000000
923350.0000000000 55961.0000000000 17835.0000000000 29194.0000000000 27975.0000000000 13965.0000000000 11079.0000000000 11939.0000000000
114463.0000000000 57863.0000000000 10360.0000000000 7464.0000000000 7646.0000000000 7208.0000000000 4169.0000000000 3599.0000000000
868522.0000000000 459722.0000000000 10559.0000000000 106489.0000000000 62199.0000000000 51601.0000000000 27981.0000000000 21121.0000000000
704368.0000000000 73373.0000000000 53456.0000000000 65279.0000000000 37168.0000000000 11185.0000000000 2923.0000000000 2130.0000000000
1062040.0000000000 222964.0000000000 102688.0000000000 21584.0000000000 34114.0000000000 19493.0000000000 37649.0000000000 11774.0000000000
976098.0000000000 76188.0000000000 16427.0000000000 31338.0000000000 20360.0000000000 25911.0000000000 7590.0000000000 4225.0000000000
500026.0000000000 14619.0000000000 1018.0000000000 3347.0000000000 632.0000000000 1103.0000000000 196.0000000000 208.0000000000
606395.0000000000 59698.0000000000 8473.0000000000 53444.0000000000 30501.0000000000 16784.0000000000 3483.0000000000 1565.0000000000
1109626.0000000000 66446.0000000000 12378.0000000000 65793.0000000000 121858.0000000000 28800.0000000000 3740.0000000000 1601.0000000000
532859.0000000000 92508.0000000000 16562.0000000000 6314.0000000000 15179.0000000000 3878.0000000000 10741.0000000000 3635.0000000000
1027303.0000000000 58356.0000000000 18521.0000000000 32233.0000000000 20620.0000000000 7855.0000000000 7363.0000000000 8282.0000000000
1585943.0000000000 388235.0000000000 79391.0000000000 61953.0000000000 103963.0000000000 37518.0000000000 44561.0000000000 27209.0000000000
217886.0000000000 73771.0000000000 3815.0000000000 6759.0000000000 7122.0000000000 6227.0000000000 3260.0000000000 3080.0000000000
1357221.0000000000 271434.0000000000 51793.0000000000 68141.0000000000 29628.0000000000 25142.0000000000 18531.0000000000 18632.0000000000
2736685.0000000000 37255.0000000000 22672.0000000000 11191.0000000000 16143.0000000000 12966.0000000000 34156.0000000000 8234.0000000000
1291667.0000000000 348205.0000000000 35138.0000000000 38222.0000000000 37210.0000000000 14061.0000000000 38660.0000000000 9386.0000000000
268317.0000000000 46051.0000000000 16394.0000000000 3649.0000000000 18045.0000000000 19983.0000000000 12429.0000000000 13083.0000000000
235380.0000000000 39375.0000000000 14188.0000000000 3829.0000000000 7741.0000000000 4094.0000000000 2299.0000000000 2062.0000000000
84395.0000000000 24004.0000000000 3856.0000000000 28079.0000000000 33065.0000000000 8066.0000000000 27304.0000000000 12662.0000000000
